featureIDs,X4132_1A_80MeOH_NdCL3.mzML,X4132_2A_80MeOH_NdCL3.mzML,X4132_3A_80MeOH_NdCL3.mzML,X4132_4A_80MeOH_NdCL3.mzML,X4133_1A_80MeOH_NdCl3.mzML,X4133_2A_80MeOH_NdCl3.mzML,X4133_3A_80MeOH_NdCl3_.mzML,X4133_4A_80MeOH_NdCl3_.mzML,logFC,pvalue,logpval,Sample_Type,,,
2103,2.91623741675233e-07,3.5813700837226e-07,2.40808917350663e-07,3.18334142793712e-07,2.93191015147408e-07,2.47453266291735e-07,2.35805769799878e-07,2.85339529614753e-07,0.187201567,0.253612969,0.595828541,Not Significant,,,
2102,1.59060542070162e-06,3.5813700837226e-07,2.40808917350663e-07,3.18334142793712e-07,2.93191015147408e-07,2.47453266291735e-07,2.35805769799878e-07,2.85339529614753e-07,1.239973586,0.343572982,0.463980995,Not Significant,,,
2123,2.91623741675233e-07,3.5813700837226e-07,0.000403129,3.18334142793712e-07,2.93191015147408e-07,2.47453266291735e-07,0.000560607,0.000544963,-1.452721821,0.394414339,0.404047305,Not Significant,,,
2208,5.52091234173359e-05,8.98863447540329e-05,5.06307508278326e-05,5.8657832444669e-05,4.57175064585263e-05,7.39909794474649e-05,5.11329918815047e-05,6.42483688091269e-05,0.113795993,0.677107869,0.169342139,Not Significant,,,
2206,2.91623741675233e-07,3.5813700837226e-07,2.40808917350663e-07,3.18334142793712e-07,2.93191015147408e-07,2.91887950071924e-05,2.35805769799878e-07,2.85339529614753e-07,-4.633341715,0.392768019,0.405863882,Not Significant,,,
2220,2.91623741675233e-07,2.09581651637338e-06,2.40808917350663e-07,3.18334142793712e-07,2.93191015147408e-07,1.20921750372451e-05,2.35805769799878e-07,2.85339529614753e-07,-2.130984125,0.463528572,0.333923491,Not Significant,,,
2223,0.000278479,0.000438551,0.000246411,0.000260483,0.00023113,0.000344494,0.000248463,0.000329228,0.085727372,0.752134266,0.123704625,Not Significant,,,
2227,1.93825699003076e-05,5.80685638708257e-05,1.20257998269327e-05,9.72019482617031e-06,8.40263151464215e-06,0.000105634,1.35248322947368e-05,6.29230855855371e-05,-0.941303719,0.417992683,0.378831321,Not Significant,,,
2237,2.91623741675233e-07,3.5813700837226e-07,2.40808917350663e-07,3.18334142793712e-07,2.93191015147408e-07,5.47369881001349e-06,2.35805769799878e-07,8.74227255599009e-06,-3.608451344,0.20307192,0.692350124,Not Significant,,,
2173,4.15344269906962e-06,3.5813700837226e-07,2.63882572979937e-06,6.36231693102987e-06,7.49938818124369e-06,2.47453266291735e-07,4.84934979287781e-06,4.59146382391433e-06,-0.34705437,0.656675632,0.182649099,Not Significant,,,
2197,5.22296151601035e-06,3.5813700837226e-07,2.40808917350663e-07,3.17148864706686e-06,4.87060744877521e-06,2.47453266291735e-07,6.16801702703203e-06,2.37437655485011e-06,-0.603067549,0.537163032,0.269893883,Not Significant,,,
2190,2.3400112866033e-06,6.25466084938259e-06,2.48336878713705e-06,5.64353658723262e-06,7.67364600391145e-06,2.47453266291735e-07,1.00717463820507e-05,4.10319244777347e-06,-0.402076755,0.600206059,0.221699625,Not Significant,,,
2161,3.10280779845386e-06,3.5813700837226e-07,2.40808917350663e-07,3.34324890545645e-06,3.55159893827475e-06,2.47453266291735e-07,2.33639231893333e-06,1.43266387236996e-06,-0.103332507,0.909160518,0.041359432,Not Significant,,,
2174,5.07794930816964e-06,5.4205187596208e-06,3.03555166158603e-06,7.4933455745545e-06,5.85125115269177e-06,2.47453266291735e-07,6.97822755293734e-06,3.10689919408577e-06,0.377714919,0.522345177,0.282042411,Not Significant,,,
2271,1.22356637247253e-05,4.23035235568087e-05,6.99505693231394e-06,3.18334142793712e-07,1.54538759433075e-05,9.28766995565576e-05,6.72345803491356e-06,4.00029901339439e-05,-1.325893237,0.334768097,0.475255937,Not Significant,,,
2229,8.34343710862433e-06,1.91510325226854e-05,7.17560827652312e-06,1.8026980473527e-06,5.23092711869163e-06,5.65986180940159e-05,1.17023701703485e-05,6.19141562960484e-05,-1.892826639,0.192232502,0.716173181,Not Significant,,,
2233,3.80006328131956e-05,7.4421303874029e-05,2.56260263105549e-05,6.32487315672424e-06,1.46490383163668e-05,6.82815759747018e-05,4.86727620256177e-05,0.000100643,-0.685856763,0.378521879,0.421909012,Not Significant,,,
2262,2.91623741675233e-07,7.62901036239006e-05,2.31436539231224e-06,3.18334142793712e-07,2.93191015147408e-07,0.002837389,2.35805769799878e-07,1.4411185577218e-06,-5.163658314,0.402371583,0.395372699,Not Significant,,,
2248,6.19563797197763e-06,2.0843286435193e-05,6.30753363732684e-06,3.18334142793712e-07,2.90527811989466e-06,3.59088822745557e-05,8.54366397383338e-06,3.21239372354534e-05,-1.239383289,0.280912328,0.551429201,Not Significant,,,
2291,2.91623741675233e-07,3.5813700837226e-07,2.40808917350663e-07,3.18334142793712e-07,2.93191015147408e-07,2.47453266291735e-07,2.35805769799878e-07,2.85339529614753e-07,0.187201567,0.253612969,0.595828541,Not Significant,,,
2431,4.37403764130535e-05,4.93326126475242e-05,3.59000849041684e-05,7.6418679990011e-05,6.48405303623746e-05,1.03426831578659e-05,8.23192150650711e-05,4.20016158274339e-05,0.041960268,0.937703514,0.027934456,Not Significant,,,
2261,0.000406611,0.000149565,0.000278085,0.000690149,0.000667163,0.000383549,0.000350154,0.000506407,-0.323260383,0.513145774,0.289759244,Not Significant,,,
2240,3.50277615541893e-06,1.42201566389019e-05,2.43208789447955e-06,3.18334142793712e-07,2.93191015147408e-07,2.96131621643839e-05,4.38588803163781e-06,2.41799483186597e-05,-1.514003088,0.292427887,0.533981214,Not Significant,,,
2224,2.91623741675233e-07,3.5813700837226e-07,2.40808917350663e-07,3.18334142793712e-07,2.93191015147408e-07,7.35443414963071e-05,2.35805769799878e-07,2.85339529614753e-07,-5.942729755,0.391697843,0.40704882,Not Significant,,,
2153,2.91623741675233e-07,3.5813700837226e-07,2.40808917350663e-07,3.18334142793712e-07,2.93191015147408e-07,2.47453266291735e-07,2.35805769799878e-07,2.85339529614753e-07,0.187201567,0.253612969,0.595828541,Not Significant,,,
2264,3.25677976204209e-06,1.12328279397335e-05,2.41550101849961e-06,3.18334142793712e-07,2.93191015147408e-07,1.54484086503508e-05,4.05914490437402e-06,1.66765862100494e-05,-1.082626607,0.357645775,0.446546901,Not Significant,,,
2259,3.60124598151917e-05,2.62228844288217e-05,2.35383471319163e-05,4.83437098801885e-05,3.34285773726403e-05,2.22500903763098e-05,7.05975843208148e-05,3.04099302138192e-05,-0.224381524,0.663055981,0.178449803,Not Significant,,,
2256,0.000128241,0.000146582,8.3196808810615e-05,0.000227636,0.000228774,0.000110058,0.000143844,0.000145742,-0.101671466,0.795235006,0.099504511,Not Significant,,,
2168,2.91623741675233e-07,3.5813700837226e-07,2.40808917350663e-07,3.18334142793712e-07,2.93191015147408e-07,2.47453266291735e-07,2.35805769799878e-07,2.85339529614753e-07,0.187201567,0.253612969,0.595828541,Not Significant,,,
2293,1.50168908605454e-05,4.14988525300503e-05,6.73580986762223e-06,4.36861574521642e-05,1.6018568268109e-05,7.24425840464981e-06,2.89442005405541e-05,1.27135455308833e-05,0.720023065,0.364850701,0.437884815,Not Significant,,,
2169,2.91623741675233e-07,3.5813700837226e-07,2.40808917350663e-07,3.18334142793712e-07,2.93191015147408e-07,2.47453266291735e-07,2.35805769799878e-07,2.85339529614753e-07,0.187201567,0.253612969,0.595828541,Not Significant,,,
2204,2.91623741675233e-07,3.5813700837226e-07,2.40808917350663e-07,3.18334142793712e-07,2.93191015147408e-07,2.47453266291735e-07,2.35805769799878e-07,2.85339529614753e-07,0.187201567,0.253612969,0.595828541,Not Significant,,,
2286,2.91623741675233e-07,9.32774482689523e-05,2.40808917350663e-07,3.18334142793712e-07,2.93191015147408e-07,2.47453266291735e-07,2.35805769799878e-07,1.76332170188228e-05,2.354163701,0.478504033,0.320114397,Not Significant,,,
2335,1.66787688679022e-05,1.57442400935571e-05,1.27675324833718e-05,2.34946653709137e-05,1.61432168850883e-05,5.4469695159686e-06,8.7788719553221e-06,1.92833380215632e-05,0.468136061,0.275295679,0.560200605,Not Significant,,,
2283,2.91623741675233e-07,3.5813700837226e-07,2.40808917350663e-07,3.18334142793712e-07,2.93191015147408e-07,1.67001889841345e-06,2.35805769799878e-07,2.85339529614753e-07,-1.039172008,0.429716138,0.366818336,Not Significant,,,
2427,2.91623741675233e-07,3.5813700837226e-07,2.40808917350663e-07,3.18334142793712e-07,2.93191015147408e-07,0.00036161,2.35805769799878e-07,2.85339529614753e-07,-8.227836566,0.391143147,0.407664275,Not Significant,,,
2279,2.91623741675233e-07,6.3173395381768e-06,1.45032652045845e-06,2.91186355779836e-06,1.60606501802611e-06,3.46204973078236e-06,1.34028896846753e-06,2.85339529614753e-07,0.71283008,0.501857606,0.299419489,Not Significant,,,
2327,2.91623741675233e-07,3.5813700837226e-07,2.40808917350663e-07,3.18334142793712e-07,2.93191015147408e-07,2.47453266291735e-07,2.35805769799878e-07,2.85339529614753e-07,0.187201567,0.253612969,0.595828541,Not Significant,,,
2308,5.05055279250105e-06,4.32085703340451e-06,1.54719306926016e-06,3.18334142793712e-07,1.66353817254804e-06,7.11202393749315e-06,1.04256794659262e-05,7.58886835372251e-06,-1.253451661,0.130179842,0.885456259,Not Significant,,,
2231,2.91623741675233e-07,4.03444167328786e-06,2.40808917350663e-07,3.18334142793712e-07,2.93191015147408e-07,2.47453266291735e-07,2.35805769799878e-07,2.85339529614753e-07,2.20192224,0.383156305,0.416624023,Not Significant,,,
2301,0.000214494,0.000225055,0.000240246,0.000292966,0.000324075,0.000175473,0.000182182,0.000264606,0.039732881,0.874808272,0.058087119,Not Significant,,,
2194,2.91623741675233e-07,3.5813700837226e-07,2.40808917350663e-07,3.18334142793712e-07,2.93191015147408e-07,2.47453266291735e-07,0.000377539,2.85339529614753e-07,-8.289935312,0.391120168,0.407689789,Not Significant,,,
2309,1.11982071475096e-05,9.10975986734276e-06,7.39490133958029e-06,1.41401373444444e-05,2.91266820517953e-05,0.000565975,1.13452868041274e-05,1.02739964262779e-05,-3.881559498,0.372224108,0.429195502,Not Significant,,,
2239,2.91623741675233e-07,3.5813700837226e-07,2.40808917350663e-07,3.18334142793712e-07,2.93191015147408e-07,1.03056330005061e-05,2.35805769799878e-07,2.85339529614753e-07,-3.201381445,0.396119634,0.402173631,Not Significant,,,
2411,2.91623741675233e-07,3.5813700837226e-07,2.40808917350663e-07,3.18334142793712e-07,2.93191015147408e-07,2.47453266291735e-07,2.35805769799878e-07,2.85339529614753e-07,0.187201567,0.253612969,0.595828541,Not Significant,,,
2464,7.8728017958887e-06,8.60551866731814e-06,5.30359883167916e-06,6.81955282614591e-06,1.53082358783841e-05,0.000112117,7.32291508558856e-06,1.39654138970773e-05,-2.378374939,0.316575395,0.499522843,Not Significant,,,
2366,2.2257899412981e-05,2.98036152065688e-05,2.56557767736423e-05,1.4681658626396e-05,1.464143335293e-05,1.98834158631766e-05,1.57246788005015e-05,1.20536515635501e-05,0.568570666,0.097231484,1.012193084,Not Significant,,,
2377,2.91623741675233e-07,5.88285431688025e-05,1.73750678585515e-06,1.96408871066102e-05,2.61218406353033e-05,0.000108388,2.70178742484556e-05,0.000157622,-1.987198464,0.163639294,0.786112402,Not Significant,,,
2336,1.31231630251964e-05,1.67663191337137e-05,1.89187977153556e-05,1.17568268616454e-05,1.05290898811543e-05,6.40061370470657e-06,2.15664750927888e-05,1.54612463096027e-05,0.166665356,0.672819785,0.172101246,Not Significant,,,
2388,6.49240938431403e-05,6.83734756291737e-05,5.92437834421235e-05,8.29519507329354e-05,7.29327309729935e-05,2.19056940369842e-05,0.000136551,4.74856200730472e-05,-0.01760159,0.975098274,0.010951612,Not Significant,,,
2375,2.91623741675233e-07,3.5813700837226e-07,2.40808917350663e-07,3.18334142793712e-07,2.93191015147408e-07,2.47453266291735e-07,2.35805769799878e-07,2.85339529614753e-07,0.187201567,0.253612969,0.595828541,Not Significant,,,
2368,2.91623741675233e-07,3.5813700837226e-07,2.40808917350663e-07,3.18334142793712e-07,2.93191015147408e-07,2.47453266291735e-07,2.35805769799878e-07,2.85339529614753e-07,0.187201567,0.253612969,0.595828541,Not Significant,,,
2352,0.000105345,0.000113342,0.000137788,0.000131271,0.000173014,9.41781409390506e-05,0.00012204,0.000129816,-0.089738311,0.68484698,0.164406455,Not Significant,,,
2360,6.02709019332193e-06,1.11883713561718e-05,6.97380089816811e-06,9.69240830449132e-06,1.25285767348548e-05,2.47453266291735e-07,8.74665447490527e-06,7.76381577617948e-06,0.210269217,0.704997905,0.151812173,Not Significant,,,
2387,0.000454184,0.000497599,0.000428587,0.000563322,0.000507392,0.000270273,0.00034342,0.000370438,0.382013401,0.108645156,0.963989634,Not Significant,,,
2376,0.000186403,0.000211112,0.000164026,0.000221258,0.000207835,0.000111667,0.000136127,0.000135018,0.406345751,0.10702107,0.970530712,Not Significant,,,
2373,0.000464258,0.000491647,0.000422999,0.000552678,0.000518434,0.000267704,0.000341743,0.000361133,0.375425606,0.127750015,0.893639041,Not Significant,,,
2380,0.000157794,0.000169814,0.00014419,0.000196985,0.000179639,9.42729980244624e-05,0.00012768,0.00012318,0.349847436,0.146551862,0.83400866,Not Significant,,,
2437,8.62112558422258e-05,0.000104708,8.10839851675231e-05,0.000127575,0.000131143,6.74497542228127e-05,9.80725814990933e-05,0.00011461,-0.041626532,0.870834988,0.06006413,Not Significant,,,
2371,2.93811124386037e-06,1.99344368084072e-05,3.90656026170998e-06,3.72546949944338e-06,4.27846704406886e-06,2.99369482513986e-05,3.81979046458583e-06,4.46886782016426e-05,-1.439278159,0.296429011,0.528079295,Not Significant,,,
2439,8.58406762515435e-05,0.000345754,0.000107362,0.000178415,9.62039319487408e-05,6.47145317144997e-05,8.33076797565256e-05,0.000303133,0.390233033,0.619198525,0.208170087,Not Significant,,,
2424,2.91623741675233e-07,0.00015548,2.40808917350663e-07,3.18334142793712e-07,2.93191015147408e-07,2.47453266291735e-07,2.35805769799878e-07,0.000227981,-0.549216992,0.802618441,0.095490866,Not Significant,,,
2428,5.03829730475715e-05,7.1509090799581e-05,4.81756785671355e-05,7.90686916553639e-05,7.94886260953461e-05,4.22035018688853e-05,7.1047254547229e-05,7.34156245587382e-05,-0.095330689,0.719802583,0.142786599,Not Significant,,,
2288,9.61054060343627e-06,9.89309503890499e-06,6.64274250196351e-06,1.17121749133091e-05,1.54619579851066e-05,2.47453266291735e-07,7.68891418522695e-06,8.9159913915338e-06,0.228445781,0.697049621,0.156736305,Not Significant,,,
2423,0.00032147,0.000329035,0.000276905,0.000368811,0.000319424,0.000141375,0.000244402,0.000195777,0.524747928,0.073395594,1.134330011,Not Significant,,,
2407,0.000324712,0.000300623,0.000268515,0.000318497,0.000332783,0.000143041,0.0002583,0.000215572,0.352265006,0.197876524,0.703605728,Not Significant,,,
2370,2.91623741675233e-07,3.5813700837226e-07,2.40808917350663e-07,3.18334142793712e-07,2.93191015147408e-07,2.47453266291735e-07,2.35805769799878e-07,2.85339529614753e-07,0.187201567,0.253612969,0.595828541,Not Significant,,,
2482,2.91623741675233e-07,3.5813700837226e-07,2.40808917350663e-07,3.18334142793712e-07,2.93191015147408e-07,2.47453266291735e-07,2.35805769799878e-07,2.85339529614753e-07,0.187201567,0.253612969,0.595828541,Not Significant,,,
2495,1.04111402497581e-05,3.40480288380021e-05,5.80784319899629e-06,4.36686797907629e-06,7.7369258836439e-06,3.59969940878184e-05,1.04290624513341e-05,4.73541160945698e-05,-0.893854944,0.367226212,0.435066327,Not Significant,,,
2773,0.008009044,0.008205779,0.006759283,0.011383415,0.009977876,0.005939598,0.007504539,0.007470738,0.153357597,0.528021981,0.277347998,Not Significant,,,
2438,0.001463602,0.00150431,0.001520347,0.002557955,0.002544042,5.42891736606408e-05,0.002391413,0.002292704,-0.047575238,0.931600646,0.030770219,Not Significant,,,
2506,2.91623741675233e-07,3.5813700837226e-07,2.40808917350663e-07,3.18334142793712e-07,2.93191015147408e-07,2.47453266291735e-07,2.35805769799878e-07,2.85339529614753e-07,0.187201567,0.253612969,0.595828541,Not Significant,,,
2404,2.91623741675233e-07,3.5813700837226e-07,2.40808917350663e-07,3.18334142793712e-07,2.93191015147408e-07,2.47453266291735e-07,2.35805769799878e-07,2.85339529614753e-07,0.187201567,0.253612969,0.595828541,Not Significant,,,
2494,0.000573964,0.000701819,0.001189776,0.001092583,0.001407049,0.001314488,0.001929061,0.000723258,-0.594833575,0.177280438,0.751339184,Not Significant,,,
2519,9.06170510531893e-06,1.10771592908707e-05,5.55341379130285e-06,4.90572335220225e-06,8.65552946860742e-06,4.17539335501004e-06,9.78660342609936e-06,7.29030984465377e-06,0.032913897,0.930699232,0.031190645,Not Significant,,,
2569,2.91623741675233e-07,3.5813700837226e-07,2.40808917350663e-07,3.18334142793712e-07,2.93191015147408e-07,2.47453266291735e-07,2.35805769799878e-07,2.85339529614753e-07,0.187201567,0.253612969,0.595828541,Not Significant,,,
2546,5.92653628070991e-06,6.25545110696554e-06,5.53142276186937e-06,7.54149040238658e-06,8.64528488588648e-06,2.47453266291735e-07,1.48739526029777e-05,1.13044888740791e-05,-0.473722596,0.49000644,0.309798212,Not Significant,,,
2462,2.91623741675233e-07,2.24372443051133e-06,1.45481169216205e-06,2.36279384729586e-06,2.93191015147408e-07,2.47453266291735e-07,2.35805769799878e-07,2.85339529614753e-07,2.580929618,0.06926861,1.159463525,Not Significant,,,
2394,2.91623741675233e-07,3.5813700837226e-07,2.40808917350663e-07,3.18334142793712e-07,2.93191015147408e-07,2.47453266291735e-07,2.35805769799878e-07,2.85339529614753e-07,0.187201567,0.253612969,0.595828541,Not Significant,,,
2512,1.87845698369726e-05,2.5399786624672e-05,1.3868177100789e-05,2.80824844710353e-05,1.22312077477415e-05,2.18029141057657e-05,1.34765934670394e-05,2.68518000935573e-05,0.21202431,0.557414568,0.253821685,Not Significant,,,
2524,0.000105781,7.0106282274774e-05,8.89122817223975e-05,0.000106623,9.94033789015369e-05,5.90550584501391e-05,3.28121763628448e-05,5.97667548221152e-05,0.565159327,0.121939226,0.913856566,Not Significant,,,
2525,0.000253865,0.0003048,0.000216827,0.000267351,0.000250157,0.000132081,9.78194471079207e-05,0.000221893,0.571080882,0.095985122,1.017796078,Not Significant,,,
2395,6.18727578909024e-05,7.36349795150679e-05,5.8516847859948e-05,4.136983675959e-05,5.66663005637896e-05,1.41100978165016e-05,6.23095089797845e-05,8.72500450849174e-05,0.095375214,0.831287547,0.080248725,Not Significant,,,
2533,0.000234907,0.000269772,0.000109839,0.000182296,0.000217922,0.000121356,7.03850023166327e-05,0.000198363,0.390109974,0.37117425,0.43042216,Not Significant,,,
2639,8.72345993652062e-05,0.000105676,3.66134306252055e-05,8.60449369238072e-05,3.64936528257136e-05,4.5740376366384e-05,3.07356914387037e-05,4.25013054152692e-05,1.021309596,0.070242739,1.15339856,Not Significant,,,
2560,2.91623741675233e-07,3.5813700837226e-07,4.16955623540228e-06,2.52554776260867e-06,6.47018625855394e-06,2.47453266291735e-07,4.77583899892004e-06,4.02057726778126e-06,-1.078768065,0.257146222,0.589819853,Not Significant,,,
2758,2.91623741675233e-07,3.5813700837226e-07,2.40808917350663e-07,3.18334142793712e-07,2.93191015147408e-07,2.47453266291735e-07,2.35805769799878e-07,2.85339529614753e-07,0.187201567,0.253612969,0.595828541,Not Significant,,,
2543,2.27440208417356e-05,5.79741979106724e-05,2.18625040109205e-05,5.89942976715782e-05,4.42865709920678e-05,1.69464375437351e-05,3.76502488482055e-05,3.93022600751575e-05,0.225597752,0.649227837,0.187602867,Not Significant,,,
2553,6.4915373270023e-06,2.12368224594455e-05,1.15234143354688e-05,2.50358214827495e-05,6.52598063732904e-06,8.18758900172586e-06,8.66770815110644e-06,1.81991266528446e-05,0.628636603,0.310040549,0.508581503,Not Significant,,,
2609,5.36606422786883e-05,5.10818621799827e-05,5.19974892989223e-05,7.50517894821167e-05,8.01681425662685e-05,3.35871574301802e-05,8.1968267820044e-05,7.49105045880091e-05,-0.223514058,0.48681469,0.312636325,Not Significant,,,
2568,0.000367824,0.000196308,0.000306844,0.000440956,0.000582921,0.000246013,0.00033587,0.000481096,-0.32718374,0.39869817,0.399355757,Not Significant,,,
2623,1.25306718366657e-05,1.24772499013549e-05,1.18818848134318e-05,1.58217863208355e-05,7.34807538454732e-06,7.74823996017813e-06,1.12028559822249e-05,1.32763151785902e-05,0.413513203,0.107228663,0.969689109,Not Significant,,,
2577,0.000274259,0.000160706,0.000218165,0.000344065,0.000421959,0.000239684,0.000224225,0.00033392,-0.290682874,0.39300746,0.405599205,Not Significant,,,
2632,0.000344021,0.000348817,0.000340949,0.000605956,0.000576367,0.000324274,0.000532663,0.000532382,-0.261563167,0.383261947,0.416504299,Not Significant,,,
2549,1.37714809744854e-06,2.70245646974049e-06,2.40808917350663e-07,3.18334142793712e-07,2.93191015147408e-07,2.47453266291735e-07,2.35805769799878e-07,2.85339529614753e-07,2.127237468,0.218278009,0.660990016,Not Significant,,,
2580,2.47063940919617e-06,3.87479613285578e-06,2.59013596221615e-06,4.44680168233179e-06,2.57614111473487e-06,3.8279463944525e-06,4.44137726621505e-06,1.62663355468783e-06,0.101629774,0.785166875,0.105038031,Not Significant,,,
2593,0.000323853,0.000343085,0.000284286,0.000305925,0.000293118,0.00015651,0.000182985,0.000303609,0.425233079,0.119340918,0.923210625,Not Significant,,,
2594,2.91623741675233e-07,3.5813700837226e-07,2.40808917350663e-07,3.18334142793712e-07,2.93191015147408e-07,2.47453266291735e-07,2.35805769799878e-07,2.85339529614753e-07,0.187201567,0.253612969,0.595828541,Not Significant,,,
2624,1.86204649716023e-05,2.08682727746324e-05,1.67462207191974e-05,1.56122945308296e-05,1.04836684204655e-05,1.93268685048956e-05,1.30366336808561e-05,1.30525626822731e-05,0.362091598,0.131057456,0.882538267,Not Significant,,,
2502,1.51437983502341e-06,0.000126983,4.58058516070011e-05,3.1165648378159e-05,3.09684115645384e-05,0.000111271,3.45280718612927e-05,0.000145803,-0.650694531,0.483279252,0.31580185,Not Significant,,,
2599,0.000390981,0.000420184,0.000330461,0.000335166,0.00035034,0.000178434,0.000210638,0.00033896,0.4536117,0.105615097,0.976273996,Not Significant,,,
2586,0.000140814,0.000163568,0.000128234,0.000136287,8.90001386917836e-05,0.000146906,0.000109364,0.000127727,0.266351233,0.160277983,0.795126133,Not Significant,,,
2434,1.38652162635585e-05,1.03765025609334e-05,1.10428368375376e-05,6.49644241462815e-06,6.58139116734089e-06,1.09367582148978e-05,8.94707076299018e-06,1.20922337230172e-05,0.11583717,0.693050358,0.159235208,Not Significant,,,
2622,2.91623741675233e-07,3.5813700837226e-07,2.40808917350663e-07,3.18334142793712e-07,2.93191015147408e-07,2.47453266291735e-07,2.35805769799878e-07,2.85339529614753e-07,0.187201567,0.253612969,0.595828541,Not Significant,,,
2600,1.22073109901563e-05,8.93555919907306e-06,6.9987943289584e-06,8.04561691673613e-06,4.63118535113993e-06,7.57544746854771e-06,6.56671700891533e-06,8.59641649976869e-06,0.402899612,0.172178012,0.764022311,Not Significant,,,
2426,2.91623741675233e-07,3.5813700837226e-07,2.40808917350663e-07,3.18334142793712e-07,2.93191015147408e-07,2.47453266291735e-07,2.35805769799878e-07,1.56062863948886e-06,-0.951006854,0.450706783,0.346105906,Not Significant,,,
2470,1.79091486198025e-06,3.5813700837226e-07,2.40808917350663e-07,3.18334142793712e-07,2.93191015147408e-07,2.47453266291735e-07,2.75325368888172e-06,1.84931402538618e-06,-0.925338036,0.436009257,0.36050429,Not Significant,,,
2562,2.53680320835569e-06,2.41918768881318e-06,1.89199574004049e-06,4.59575762761759e-06,4.67878568400441e-06,1.34327802404141e-06,4.28962032611701e-06,3.82995281600138e-06,-0.305389954,0.509192084,0.293118356,Not Significant,,,
2669,2.91623741675233e-07,3.5813700837226e-07,2.40808917350663e-07,3.18334142793712e-07,2.93191015147408e-07,2.47453266291735e-07,2.35805769799878e-07,2.85339529614753e-07,0.187201567,0.253612969,0.595828541,Not Significant,,,
2591,2.91623741675233e-07,5.25924605196516e-06,2.40808917350663e-07,3.18334142793712e-07,2.93191015147408e-07,2.47453266291735e-07,2.35805769799878e-07,2.85339529614753e-07,2.524677525,0.38505922,0.414472473,Not Significant,,,
2618,2.13431575946417e-05,0.000170449,5.77057907521574e-05,3.42065003721364e-05,4.98354102721858e-05,3.20410477159626e-05,6.14752778095525e-05,0.000111119,0.156889018,0.856061354,0.067495108,Not Significant,,,
2630,0.000157124,0.000213767,0.000114112,0.000189661,0.000152949,0.000134046,0.000106359,0.000121449,0.390148721,0.163861242,0.785523757,Not Significant,,,
2656,2.25647106121503e-06,3.5813700837226e-07,2.40808917350663e-07,2.0898609946562e-06,2.93191015147408e-07,2.47453266291735e-07,1.46711348192898e-06,2.85339529614753e-07,1.108754052,0.336407391,0.473134471,Not Significant,,,
2875,0.001405139,0.001509181,0.001430836,0.002563664,0.002454002,0.001344179,0.002295219,0.002126671,-0.25071153,0.413350408,0.38368163,Not Significant,,,
2761,2.91623741675233e-07,3.5813700837226e-07,2.40808917350663e-07,3.18334142793712e-07,2.93191015147408e-07,2.47453266291735e-07,2.35805769799878e-07,2.85339529614753e-07,0.187201567,0.253612969,0.595828541,Not Significant,,,
2674,2.93244683639378e-06,3.87332871358727e-06,2.42716947796061e-06,5.36711169281865e-06,7.10654166864023e-06,1.51118494164458e-06,5.21574955547769e-06,6.16771317571368e-06,-0.454111816,0.37863853,0.421775194,Not Significant,,,
2693,0.000127927,0.000220504,0.000122345,0.000190662,0.000209888,8.74867332881862e-05,0.000178968,0.000172652,0.027399161,0.933167689,0.030040307,Not Significant,,,
2640,0.000123296,0.00015433,9.38820391249896e-05,0.000148736,0.000116098,9.89899565278009e-05,9.10677373698898e-05,0.000107513,0.33071275,0.148927458,0.827025223,Not Significant,,,
2812,2.91623741675233e-07,1.29788302062384e-05,2.31436539231224e-06,3.18334142793712e-07,2.09960194093208e-06,2.47453266291735e-07,1.60331055077489e-06,3.21652513957676e-06,1.149893573,0.528299517,0.277119787,Not Significant,,,
2682,0.000255244,0.000310227,0.000178575,0.000281957,0.000276208,0.0002078,0.000145438,0.000193219,0.318657978,0.241658709,0.61679755,Not Significant,,,
2791,9.08179823693066e-05,0.000120323,6.22460020798868e-05,6.4346266711857e-05,7.8326837408942e-05,8.26193666117962e-05,6.478441567637e-05,5.17663600371668e-05,0.283412156,0.375292073,0.425630608,Not Significant,,,
2670,2.91623741675233e-07,3.5813700837226e-07,2.40808917350663e-07,3.18334142793712e-07,2.93191015147408e-07,2.47453266291735e-07,2.35805769799878e-07,2.85339529614753e-07,0.187201567,0.253612969,0.595828541,Not Significant,,,
2598,2.91623741675233e-07,3.5813700837226e-07,2.40808917350663e-07,3.18334142793712e-07,2.93191015147408e-07,2.47453266291735e-07,2.35805769799878e-07,2.85339529614753e-07,0.187201567,0.253612969,0.595828541,Not Significant,,,
2880,2.91623741675233e-07,3.5813700837226e-07,2.40808917350663e-07,3.18334142793712e-07,2.93191015147408e-07,2.47453266291735e-07,2.35805769799878e-07,2.85339529614753e-07,0.187201567,0.253612969,0.595828541,Not Significant,,,
2725,0.000242066,0.00022957,0.000136212,0.000210453,0.000180499,9.75094479768628e-05,0.000123086,0.000132752,0.616206781,0.055512298,1.255610795,Not Significant,,,
2853,0.000289515,0.000460747,0.00023596,0.000595242,0.000934952,0.000184846,0.000329947,0.000368051,-0.200929589,0.763122786,0.117405578,Not Significant,,,
2784,1.69458207512383e-05,2.40177704664432e-05,1.0660078456665e-05,3.02071456704095e-05,4.4420907771802e-05,1.10607149361684e-05,1.55881886292207e-05,2.26343591999131e-05,-0.195469033,0.742449441,0.129333115,Not Significant,,,
