featureIDs,X4132_1A_80MeOH_NdCL3.mzML,X4132_2A_80MeOH_NdCL3.mzML,X4132_3A_80MeOH_NdCL3.mzML,X4132_4A_80MeOH_NdCL3.mzML,X4133_1A_80MeOH_NdCl3.mzML,X4133_2A_80MeOH_NdCl3.mzML,X4133_3A_80MeOH_NdCl3_.mzML,X4133_4A_80MeOH_NdCl3_.mzML,logFC,pvalue,logpval,Sample_Type,,,
22906,1.4836310532822e-05,1.45893817575465e-05,2.7772156572983e-05,1.55058717967675e-05,8.55862250832582e-06,5.02984687874418e-05,2.36345010020562e-05,1.83397690052047e-05,-0.471843324,0.502090603,0.299217907,Not Significant,,,
22891,0.000163563,9.24344141713366e-05,0.000155,4.8272224318298e-05,6.37115649244863e-05,0.000117155,0.000123527,0.000106559,0.160369535,0.70981123,0.148857134,Not Significant,,,
22829,6.36013473872704e-06,7.10577187900292e-06,2.14132654699877e-06,1.5934265780825e-05,1.68226446271507e-05,1.19310362920714e-06,3.1068903607676e-06,2.58285888097179e-06,0.412029552,0.689794952,0.161279988,Not Significant,,,
22949,2.70818996971762e-05,5.5764891546209e-05,3.61904803910835e-05,2.70024912131314e-05,1.85444120784176e-05,2.64434497067097e-05,2.69959236271476e-05,4.94541249253145e-05,0.26614236,0.540968381,0.266828118,Not Significant,,,
22942,2.91623741675233e-07,3.5813700837226e-07,2.40808917350663e-07,3.18334142793712e-07,2.93191015147408e-07,2.47453266291735e-07,2.35805769799878e-07,2.85339529614753e-07,0.187201567,0.253612969,0.595828541,Not Significant,,,
22986,4.79718369047612e-05,2.04150566736427e-05,4.85063704690668e-05,5.62000569040993e-06,9.93089791102125e-06,2.70030620124644e-05,2.36872377213889e-05,1.70140177246671e-05,0.658154907,0.378956587,0.42141054,Not Significant,,,
22864,0.000205797,0.000115316,0.000203668,6.04077752643085e-05,9.15461117369853e-05,0.000162089,0.000153748,0.000170858,0.017230912,0.967128198,0.014515954,Not Significant,,,
22860,0.001402602,0.00082616,0.001348942,0.000441797,0.000606525,0.0011917,0.001287673,0.001308819,-0.128753856,0.752012639,0.12377486,Not Significant,,,
22867,0.001789917,0.001073037,0.001670909,0.000593488,0.000748799,0.001540969,0.001628606,0.001631447,-0.114227578,0.774113657,0.11119527,Not Significant,,,
22929,0.000147767,7.10788708643921e-05,0.00013769,4.39558046217414e-05,4.6084118676309e-05,0.000111983,9.81348942079988e-05,8.67368031209145e-05,0.223821049,0.642090316,0.19240388,Not Significant,,,
22872,0.000342386,0.000239919,0.000316717,0.000208501,0.000505335,0.000377563,0.000292122,0.000385346,-0.494547808,0.085528566,1.067888809,Not Significant,,,
22964,0.000176487,6.10720908869742e-05,0.000154703,9.91647993785739e-05,9.86640810398111e-05,0.000173792,0.000184182,0.000177797,-0.368495745,0.323723757,0.489825428,Not Significant,,,
22844,2.15077907082808e-05,1.2297043526779e-05,2.02768776272153e-05,1.79752916651921e-05,1.2847130058738e-05,1.17459748938468e-05,2.48829343150642e-05,2.63188296543577e-05,-0.072961527,0.839732433,0.075859073,Not Significant,,,
22931,4.54605382390974e-05,3.71875473876454e-05,3.23371479832514e-05,5.38177516870144e-05,8.42898835816349e-05,5.4491178010357e-05,1.88699699240339e-05,3.92990888016135e-05,-0.22248988,0.656184442,0.182974071,Not Significant,,,
23002,4.82832092015744e-05,3.03635624191589e-05,2.97396161243521e-05,1.9893712829905e-05,2.2399913148334e-05,3.35514753203738e-05,3.05987399982416e-05,2.1742885923025e-05,0.244357207,0.488001363,0.311578965,Not Significant,,,
22959,0.000122186,0.000108297,0.000142586,6.03220163254803e-05,0.00011878,0.000117822,0.000313268,0.000144203,-0.67941816,0.266568433,0.574191281,Not Significant,,,
22876,8.03560983094454e-06,1.65505070290896e-05,6.78152406080698e-06,1.78298604328163e-05,1.35611581983643e-05,2.55694610499874e-06,6.32337579684018e-06,1.38182137414927e-05,0.440218302,0.447322138,0.349379608,Not Significant,,,
23025,4.64084036540953e-06,3.48059425650753e-06,6.30436509894065e-06,3.18334142793712e-07,3.8144459692799e-06,6.33097514602963e-06,5.4876191287553e-06,6.33035007470151e-06,-0.574959695,0.261589177,0.582380228,Not Significant,,,
22934,8.36504374187432e-05,5.51927739584398e-05,7.18249984751309e-05,3.68870427949476e-05,5.66165609652549e-05,6.47446927946324e-05,6.60502717262115e-05,7.24320003801654e-05,-0.069892553,0.789391961,0.102707301,Not Significant,,,
22843,9.58102559477059e-06,3.03807435709026e-06,9.23326555395251e-06,3.05252564208223e-06,2.81326346319696e-06,1.82322882851304e-06,9.65666307034547e-06,1.27586279250733e-05,-0.119294596,0.873962941,0.058506982,Not Significant,,,
22899,2.91623741675233e-07,2.48225373105591e-05,2.40808917350663e-07,3.18334142793712e-07,2.93191015147408e-07,2.47453266291735e-07,2.35805769799878e-07,6.1841761402322e-05,-1.286313321,0.607535948,0.21642802,Not Significant,,,
22919,2.91623741675233e-07,3.5813700837226e-07,2.40808917350663e-07,3.18334142793712e-07,2.93191015147408e-07,2.47453266291735e-07,2.35805769799878e-07,2.32543456807535e-06,-1.359445566,0.427529922,0.369033484,Not Significant,,,
23065,0.000202977,9.02614115899325e-05,0.000146426,3.34817051884832e-05,0.000113302,0.000143667,0.00014006,0.000166193,-0.251417903,0.589570568,0.229464205,Not Significant,,,
22990,2.91623741675233e-07,3.5813700837226e-07,2.40808917350663e-07,3.18334142793712e-07,1.90061294176643e-06,2.47453266291735e-07,2.35805769799878e-07,2.85339529614753e-07,-1.142714172,0.440376677,0.35617569,Not Significant,,,
22918,0.000104171,0.000114973,0.00013798,7.28403529085811e-05,0.000265482,0.00012674,0.000126654,0.000160351,-0.659676754,0.15460597,0.810773739,Not Significant,,,
22928,0.000356356,0.000544192,0.000296745,0.000405608,0.001234306,2.47453266291735e-07,0.000523208,0.000792529,-0.669976242,0.430198113,0.366331499,Not Significant,,,
22924,0.000172575,0.000153589,0.000167823,0.000122174,0.000412335,0.000181189,0.000206294,0.00026289,-0.786365968,0.117910602,0.928447144,Not Significant,,,
23089,4.58252431462467e-05,2.20281701611818e-05,4.15536519691409e-05,1.07068631245451e-05,9.42133887069278e-06,6.14890076920632e-05,3.14234148293818e-05,3.26077504317418e-05,-0.167930775,0.793439187,0.100486354,Not Significant,,,
23063,2.91623741675233e-07,3.5813700837226e-07,2.40808917350663e-07,3.18334142793712e-07,2.93191015147408e-07,2.47453266291735e-07,2.35805769799878e-07,2.85339529614753e-07,0.187201567,0.253612969,0.595828541,Not Significant,,,
23015,2.91623741675233e-07,3.5813700837226e-07,2.71425151866734e-06,3.18334142793712e-07,2.93191015147408e-07,0.000116113,2.35805769799878e-07,1.75594367265907e-06,-5.006874823,0.393350147,0.405220683,Not Significant,,,
22871,0.000392564,0.000226927,0.000345579,0.00013489,0.000174329,0.000333718,0.000294345,0.00026988,0.036780145,0.922349944,0.035104274,Not Significant,,,
23125,0.000358785,0.00019905,0.000245848,0.000118784,0.000127763,0.000274964,0.000218055,0.000261283,0.064612329,0.872945629,0.059012805,Not Significant,,,
22978,1.85460651040332e-05,9.54124113594277e-06,1.46535954521379e-05,3.60387786423666e-06,4.9249552899497e-06,1.28061406591347e-05,7.08438307013433e-06,4.46540044428378e-06,0.662447951,0.309448943,0.509410996,Not Significant,,,
23048,0.000421032,0.000323569,0.000357201,0.000265228,0.000102481,0.000483711,0.000434566,0.000441119,-0.096777027,0.814171095,0.08928432,Not Significant,,,
23017,4.81606556031869e-05,3.5813700837226e-07,2.16529125899301e-05,3.18334142793712e-07,2.93191015147408e-07,9.84147514103057e-05,2.35805769799878e-07,1.70179636700043e-06,-0.513791992,0.792653031,0.100916875,Not Significant,,,
23064,0.00037049,0.000153425,0.000255506,0.000165673,0.000199528,0.00026625,0.000264084,0.000303221,-0.128426434,0.707412351,0.150327362,Not Significant,,,
22951,4.00987262179356e-05,3.4435595912115e-05,2.34927856622818e-05,3.01481240071713e-05,6.60977925878999e-05,2.83787958115548e-05,3.51771324138461e-05,5.07024816129115e-05,-0.492731531,0.225600186,0.646660546,Not Significant,,,
22945,0.000483432,0.000234525,0.00039427,0.000139006,0.000124778,2.47453266291735e-07,0.000298996,0.000276958,0.835906405,0.236356635,0.626432203,Not Significant,,,
22960,6.69234124959027e-05,4.29772389590583e-05,6.85945996578449e-05,3.36556845709367e-05,9.56086898917163e-05,5.16260989739507e-05,5.27486171817603e-05,7.18596568403465e-05,-0.357682971,0.312708571,0.504860215,Not Significant,,,
22953,6.65772832536672e-05,4.68654005137423e-05,7.68674104629183e-05,4.24671122105619e-05,0.000102127,5.67730617935382e-05,5.62609503283444e-05,8.77899875702551e-05,-0.38013467,0.263704141,0.57888305,Not Significant,,,
22897,2.91623741675233e-07,3.5813700837226e-07,2.40808917350663e-07,3.18334142793712e-07,2.93191015147408e-07,2.47453266291735e-07,2.35805769799878e-07,2.85339529614753e-07,0.187201567,0.253612969,0.595828541,Not Significant,,,
23016,2.91623741675233e-07,3.5813700837226e-07,4.80827178756024e-06,3.18334142793712e-07,1.73938475927841e-06,0.000166032,2.35805769799878e-07,2.85339529614753e-07,-4.864665005,0.398041365,0.400071793,Not Significant,,,
23020,0.000216949,0.000165057,0.000178384,0.000101235,8.72058418272191e-05,0.000140075,0.000114822,9.4160029875313e-05,0.600816051,0.097605693,1.010524852,Not Significant,,,
23034,0.000263598,3.5813700837226e-07,2.40808917350663e-07,3.76688979774941e-06,6.9507552657044e-06,0.000468363,2.35805769799878e-07,2.85339529614753e-07,-0.828422783,0.714297526,0.146120854,Not Significant,,,
23076,0.007292293,0.003368577,0.00420371,0.00277888,0.001212213,0.005039149,0.004923778,0.005122209,0.114496202,0.816207052,0.088199657,Not Significant,,,
23083,2.75141167795749e-05,4.57156566255355e-05,1.53982737930967e-05,7.08246457581852e-05,5.5534171749159e-05,2.08173218553032e-05,1.06911636671742e-05,2.2222500373165e-05,0.545295034,0.450564834,0.346242708,Not Significant,,,
23008,1.50892877334678e-05,7.24809301288789e-06,1.11420913024851e-05,2.34209165649641e-06,6.25599286199444e-06,5.66977437482713e-06,1.38527005671627e-05,1.20930521969311e-05,-0.08028501,0.885969921,0.052581022,Not Significant,,,
22961,0.000322057,0.000301525,0.000323157,0.000291419,0.000545987,0.000260102,0.000286623,0.000461969,-0.328423162,0.335119319,0.474800535,Not Significant,,,
22984,0.000104046,5.00096251093378e-05,5.98068548931187e-05,6.34178689198396e-05,0.000168456,6.14086971686168e-05,8.03049580424972e-05,7.149290794055e-05,-0.460952306,0.390672346,0.408187329,Not Significant,,,
22977,1.93509786073443e-05,2.24151560480443e-05,2.11765587536677e-05,2.11265427776118e-05,4.00059307338954e-05,1.57264354188857e-05,1.70577725902827e-05,2.70155036367605e-05,-0.247543413,0.535209725,0.271476004,Not Significant,,,
23003,5.81059409951853e-05,3.52157534031161e-05,5.46216411049834e-05,3.74212200523768e-05,9.43189066101687e-05,3.22468832500209e-05,4.09401282095868e-05,4.49946147399346e-05,-0.197101053,0.677576827,0.169041455,Not Significant,,,
23005,0.000144499,0.000133121,0.000131451,8.73972790028948e-05,0.000114292,0.000214064,0.00014907,0.000206626,-0.462404457,0.148158396,0.829273734,Not Significant,,,
22954,0.000131092,4.71125558897043e-05,6.17632097736237e-05,2.97916316533138e-05,2.81631277834704e-05,8.39744597695781e-05,0.000137532,5.73849381641793e-05,-0.186821649,0.781533716,0.107052281,Not Significant,,,
23090,1.85068442688809e-05,3.35551851911913e-05,1.46635858536696e-05,2.25718188795619e-05,5.83803016679688e-06,4.68530261011952e-05,5.96044775708269e-05,5.2033208814369e-05,-0.879894216,0.219942094,0.657691645,Not Significant,,,
23032,0.000167808,0.000119879,0.000122821,9.41224842908881e-05,0.000187579,0.00014358,0.00013782,0.000211882,-0.432132936,0.110621791,0.956159314,Not Significant,,,
22847,3.60842542548583e-05,1.1067526033656e-05,3.10517976453289e-05,1.60294044072465e-06,3.06929843243175e-06,3.78200485051916e-05,2.7986641918481e-05,1.793895081587e-05,-0.121436746,0.879035888,0.055993394,Not Significant,,,
23028,1.09528748376708e-05,1.90304126065762e-05,1.03603769725096e-05,1.54647438632399e-05,2.62546960288557e-05,5.35234327840651e-06,1.28612727900483e-05,2.28847045894967e-05,-0.271260065,0.607193717,0.216672731,Not Significant,,,
23060,2.91623741675233e-07,3.5813700837226e-07,2.40808917350663e-07,3.18334142793712e-07,2.93191015147408e-07,2.47453266291735e-07,2.35805769799878e-07,2.85339529614753e-07,0.187201567,0.253612969,0.595828541,Not Significant,,,
23049,4.22545700768877e-05,3.13764963993911e-05,5.38887180414374e-05,1.65725564535787e-05,4.87551518346517e-05,6.44264049455433e-05,4.27447528685728e-05,6.26738052132328e-05,-0.601300506,0.106120538,0.974200557,Not Significant,,,
23214,0.000277537,0.000157883,0.00015656,0.000119118,7.52112958094237e-05,0.000204806,0.000190672,0.000166904,0.157411939,0.698274311,0.155973935,Not Significant,,,
23033,9.00502138005656e-05,0.000197327,6.52080573812462e-05,8.48599422658647e-05,7.75733789355548e-05,0.000353121,0.000190717,0.000153041,-0.824074188,0.259825558,0.585318132,Not Significant,,,
23096,0.000336978,0.000873182,0.000330605,0.000570609,0.000557494,0.001590819,0.001388676,0.000199525,-0.823510773,0.318664292,0.496666599,Not Significant,,,
23094,0.000350655,0.000288909,0.0002272,0.000343573,0.000181346,0.000353296,0.000357724,0.000459571,-0.159619124,0.609398063,0.21509893,Not Significant,,,
23121,0.000120086,0.000117249,0.000146931,0.000105557,0.000157075,7.3556601286202e-05,6.59800884826211e-05,0.000108072,0.275465814,0.397899082,0.400227063,Not Significant,,,
23128,3.88579439401973e-05,2.24229298202129e-05,2.06336751169104e-05,1.72344610971968e-05,1.40637518946022e-05,1.82611827952553e-05,1.74454920903328e-05,1.79309237643658e-05,0.550413753,0.200758606,0.697325829,Not Significant,,,
23040,6.36413254209098e-05,2.30127359204878e-05,5.18552324871768e-05,6.47389486314216e-05,6.21311624788014e-05,6.41314102631259e-05,6.33235296386589e-05,8.35821430955279e-05,-0.42654691,0.178002893,0.749572939,Not Significant,,,
23095,0.000193037,0.000243462,0.000241513,0.000210407,0.000287055,0.00014407,0.000118356,0.000262896,0.129090852,0.690124538,0.16107253,Not Significant,,,
23062,2.91623741675233e-07,3.5813700837226e-07,2.40808917350663e-07,3.18334142793712e-07,2.93191015147408e-07,2.47453266291735e-07,2.35805769799878e-07,2.85339529614753e-07,0.187201567,0.253612969,0.595828541,Not Significant,,,
23147,0.000102999,0.000116612,0.000145455,8.01097839225374e-05,0.00014342,8.38990028031792e-05,6.08131517557278e-05,0.000179689,-0.071581984,0.860671716,0.065162469,Not Significant,,,
23036,3.55644988878971e-06,6.01238383353856e-06,3.8576634829522e-06,6.12290452400615e-06,7.76346532858696e-06,1.88015349884504e-06,2.35805769799878e-07,4.36030801829292e-06,0.457202401,0.49594636,0.304565293,Not Significant,,,
23154,0.000620635,0.0003739,0.000423883,0.000296059,0.000247896,0.000329448,0.00036194,0.000311843,0.454540308,0.194356641,0.711400615,Not Significant,,,
23022,2.52635028788873e-06,6.54599368194842e-06,3.77080845927139e-06,8.88804983007422e-06,6.20693351805194e-06,1.70030565875768e-06,2.35805769799878e-07,3.49716182320736e-06,0.900651307,0.237259732,0.624775965,Not Significant,,,
23088,5.02968800912024e-06,1.01757640974209e-05,3.61613541300581e-06,1.14415322514345e-05,1.148314887555e-05,7.3827807895415e-06,3.23301159386298e-06,7.32610694013311e-06,0.040515942,0.937177466,0.028178163,Not Significant,,,
23107,5.80342079499907e-06,3.82658382303529e-06,5.69716720934604e-06,3.18334142793712e-07,2.93191015147408e-07,9.57787620030611e-06,5.99457050675006e-06,3.63093024617992e-06,-0.317471869,0.697006853,0.156762952,Not Significant,,,
23080,1.67021588826566e-05,2.02311768814889e-05,1.23863932256145e-05,2.45119803115443e-05,2.79277751256883e-05,1.62985148109119e-05,6.98492061012708e-06,1.58506571751987e-05,0.138747895,0.749396376,0.125288411,Not Significant,,,
23104,1.06598211164202e-05,2.73633151840345e-06,9.74230075130956e-06,4.14954921814459e-06,9.22173571350593e-06,4.1513140900893e-06,6.5532454666561e-06,1.31175324907837e-05,-0.276114019,0.620799433,0.207048689,Not Significant,,,
23084,9.73072271244028e-06,1.99429724071067e-05,4.25585137835024e-06,1.7047159151627e-05,1.60925089846483e-05,4.86811185802444e-06,1.14152042491089e-05,1.25908532876165e-05,0.180981825,0.737997515,0.1319451,Not Significant,,,
23155,7.85705347431249e-05,8.304002491659e-05,0.000116379,6.22204662113401e-05,0.000113707,7.44742621884607e-05,5.21314534965157e-05,0.000130183,-0.123031202,0.734847138,0.133802993,Not Significant,,,
23093,5.22829234684611e-05,0.000108444,4.80890517838364e-05,9.08518243660636e-05,8.28593814720717e-05,4.94470754357675e-05,5.60264580380518e-05,0.000101651,0.047391191,0.903343846,0.04414691,Not Significant,,,
23092,2.74250295636476e-05,3.99520619324432e-05,2.13107062195034e-05,3.18516626444866e-05,3.50358736643375e-05,2.39708651956037e-05,2.6018169481974e-05,3.94544499180429e-05,-0.046401017,0.860618367,0.06518939,Not Significant,,,
23079,4.52625883920233e-05,5.08821458206428e-05,3.82587110811076e-05,2.9862137081133e-05,6.32427422038616e-05,2.47453266291735e-07,4.39427982118235e-05,4.50273286667071e-05,0.107596401,0.845544912,0.072863319,Not Significant,,,
23113,0.001120531,0.000611049,0.000246496,0.000104516,0.000174634,0.000934364,2.35805769799878e-07,0.000107623,0.775220821,0.51272076,0.290119098,Not Significant,,,
23053,6.8314997503426e-06,3.62698809931929e-06,5.30377584735701e-06,4.42258594824138e-06,4.09883765338147e-06,2.47453266291735e-07,3.48278968291216e-06,6.93199473034004e-06,0.451475016,0.422183712,0.374498526,Not Significant,,,
23109,1.37810342101283e-05,1.1669681734692e-05,6.5029196557884e-06,1.12052058705327e-05,1.09068099234495e-05,4.35519897609714e-06,6.25673439728157e-06,1.54286312504743e-05,0.224184287,0.61727094,0.209524169,Not Significant,,,
23047,0.000163495,3.7226227755326e-05,0.000134363,6.51359266657116e-05,6.10019501432162e-05,0.000573321,0.000115574,8.12479180675578e-05,-1.054306139,0.448924197,0.347826985,Not Significant,,,
23099,0.000328903,0.000871092,0.000316879,0.000102407,0.000159544,0.001543115,2.35805769799878e-07,0.000188423,-0.224038442,0.871214989,0.059874661,Not Significant,,,
23206,2.91623741675233e-07,3.5813700837226e-07,2.40808917350663e-07,3.18334142793712e-07,2.93191015147408e-07,2.47453266291735e-07,2.35805769799878e-07,2.85339529614753e-07,0.187201567,0.253612969,0.595828541,Not Significant,,,
23169,0.000259161,0.000162943,0.00029804,0.000105228,0.000132902,0.001092969,0.000220709,2.85339529614753e-07,-0.809814254,0.578485799,0.237707298,Not Significant,,,
23117,2.91623741675233e-07,3.5813700837226e-07,2.40808917350663e-07,3.18334142793712e-07,2.93191015147408e-07,2.47453266291735e-07,2.35805769799878e-07,2.85339529614753e-07,0.187201567,0.253612969,0.595828541,Not Significant,,,
23035,9.30436547657719e-06,1.56605349925082e-05,9.37059106378957e-06,7.78326378763602e-06,1.37899899279104e-05,2.47453266291735e-07,7.72612433570137e-06,9.69334337385027e-06,0.421085799,0.46004685,0.337197939,Not Significant,,,
23239,2.91623741675233e-07,3.5813700837226e-07,2.40808917350663e-07,3.18334142793712e-07,2.93191015147408e-07,2.47453266291735e-07,2.35805769799878e-07,2.85339529614753e-07,0.187201567,0.253612969,0.595828541,Not Significant,,,
23209,3.53759935570885e-06,2.9857172397084e-06,2.26138690240536e-06,3.18334142793712e-07,3.12708985351617e-06,2.47453266291735e-07,2.35805769799878e-07,3.24256875424885e-06,0.409629697,0.62885868,0.20144694,Not Significant,,,
23137,0.000134092,0.000130684,0.000100501,0.000127039,0.000167258,0.000110597,8.95028309948579e-05,0.000167964,-0.120821861,0.642547665,0.19209465,Not Significant,,,
23011,2.91623741675233e-07,3.5813700837226e-07,2.40808917350663e-07,3.18334142793712e-07,2.93191015147408e-07,2.47453266291735e-07,2.35805769799878e-07,2.85339529614753e-07,0.187201567,0.253612969,0.595828541,Not Significant,,,
23042,2.91623741675233e-07,3.5813700837226e-07,2.40808917350663e-07,3.18334142793712e-07,2.93191015147408e-07,2.47453266291735e-07,2.35805769799878e-07,2.85339529614753e-07,0.187201567,0.253612969,0.595828541,Not Significant,,,
23106,2.51073460395292e-05,3.11837307254111e-05,1.79240255833951e-05,3.88055714672438e-05,3.23774875833369e-05,1.15545415740152e-05,1.53210858488949e-05,2.59274702201319e-05,0.407990149,0.327571224,0.484694257,Not Significant,,,
23161,8.96961211836999e-05,9.20644664955698e-05,6.4357886779437e-05,8.69148408170862e-05,8.31672577564865e-05,7.14379997578477e-05,6.21872509277941e-05,7.98322397815816e-05,0.167027535,0.298173263,0.525531302,Not Significant,,,
23182,2.74195462698732e-05,1.25794398985201e-05,2.64533971663165e-05,3.66962545320332e-06,7.38014816693854e-06,1.18128198353859e-05,1.14724647159728e-05,1.75111279933335e-05,0.541535921,0.421843439,0.374848701,Not Significant,,,
23225,5.44123395653497e-05,2.84975398018785e-05,7.6317552873173e-05,1.02682545238706e-05,8.89491003084889e-05,5.65080100416635e-05,6.56018374116171e-05,9.39708547731351e-05,-0.847701645,0.103724327,0.984119376,Not Significant,,,
23271,0.000170789,0.000132651,0.000141712,0.000168776,0.000160797,0.000157366,9.93203353191594e-05,0.000254089,-0.129473332,0.691245248,0.160367841,Not Significant,,,
23262,2.07708178624711e-05,2.2616444754513e-05,1.62429385313702e-05,2.24766997999737e-05,2.26054400499523e-05,1.0375701346435e-05,1.56985498664304e-05,2.15584852520115e-05,0.225248092,0.400847446,0.397020879,Not Significant,,,
23218,4.11341836376589e-06,3.5813700837226e-07,3.60224084409263e-06,3.18334142793712e-07,2.93191015147408e-07,1.67401168710363e-06,3.8747153166693e-06,5.39964636695892e-06,-0.421733823,0.657501549,0.18210322,Not Significant,,,
23193,2.97868147834369e-06,3.5813700837226e-07,1.3319591151116e-06,3.49882927255759e-06,5.28311949153458e-06,2.27338354641979e-06,2.35805769799878e-07,2.85339529614753e-07,0.015978088,0.987735692,0.005359253,Not Significant,,,
23273,2.03018421190549e-06,2.74556941121019e-06,1.27178297340665e-06,1.97172244717736e-06,2.96373552179813e-06,2.47453266291735e-07,2.35805769799878e-07,2.85339529614753e-07,1.103390812,0.219215768,0.659128212,Not Significant,,,
23185,7.41303714183947e-05,4.81233850296242e-05,0.000128378,5.53996210602707e-05,2.4218863776681e-05,0.000324551,7.78759062600154e-05,8.61617000474868e-05,-0.744737697,0.503372193,0.298110779,Not Significant,,,
23260,7.28526066456267e-06,2.37544596556956e-06,4.72301909374134e-06,3.18334142793712e-07,2.93191015147408e-07,1.84667480842992e-06,8.98958612959077e-06,5.64748414770272e-06,-0.190460965,0.840750156,0.075333044,Not Significant,,,
23170,0.00016198,0.000209776,0.000362904,4.56801857681954e-05,0.00019755,0.000205592,0.000180655,0.0003253,-0.22033104,0.682183441,0.166098827,Not Significant,,,
23295,2.91623741675233e-07,3.5813700837226e-07,2.40808917350663e-07,3.18334142793712e-07,2.93191015147408e-07,2.18163319335339e-06,2.35805769799878e-07,2.85339529614753e-07,-1.309323483,0.418883825,0.377906409,Not Significant,,,
23197,1.71056305616763e-05,2.48829053873388e-05,1.55058340533339e-05,3.98591904621768e-05,3.83498978655575e-05,1.54311433584202e-05,1.54160049108902e-05,3.23100211593938e-05,-0.060274529,0.902115832,0.044737695,Not Significant,,,
23181,1.57351281600041e-06,2.35681373063136e-06,1.62687114226035e-06,4.97126583903919e-06,4.87596204257816e-06,2.47453266291735e-07,2.35805769799878e-07,2.04882918134297e-06,0.50712912,0.587719052,0.230830231,Not Significant,,,
23220,3.77127234370722e-05,3.67024351020417e-05,3.28392842163622e-05,2.21809324762588e-05,3.755521519233e-05,2.67496036631797e-05,3.16186320139369e-05,3.03468851956443e-05,0.035716211,0.857952607,0.066536702,Not Significant,,,
23302,4.98170950835717e-06,3.15701040094961e-06,9.89931133396058e-06,1.69389367126962e-06,8.40508480332065e-06,1.56452620649712e-06,7.75119317804426e-06,9.39100323997172e-06,-0.458389592,0.490895844,0.309010644,Not Significant,,,
23203,1.87805548943185e-05,7.10074319558799e-06,2.97087313245224e-05,1.88175633171552e-06,1.41699082598564e-05,2.57697256295901e-05,2.56897975366977e-05,3.69226823313378e-05,-0.835431446,0.200404578,0.698092362,Not Significant,,,
23249,0.00026105,0.000111886,7.09143711047337e-05,0.000120262,0.000106069,0.000179182,0.000145715,0.00015352,-0.051185893,0.913942948,0.039080914,Not Significant,,,
23236,5.35270517449196e-05,1.7335741269262e-05,8.04720664725869e-05,4.78008286971181e-06,3.02348360713101e-05,6.94118404749162e-05,6.21611519865621e-05,8.67902354508132e-05,-0.671206431,0.316535846,0.499577101,Not Significant,,,
23287,2.91623741675233e-07,3.5813700837226e-07,1.41079224454213e-06,3.18334142793712e-07,2.93191015147408e-07,2.47453266291735e-07,2.35805769799878e-07,1.51385761096859e-06,0.054745415,0.959275819,0.018056503,Not Significant,,,
23253,4.22630847227137e-06,3.5813700837226e-07,1.26502120687257e-06,3.18334142793712e-07,1.71202360793763e-06,2.47453266291735e-07,2.8333583568129e-06,1.5511034303053e-06,-0.040622643,0.968613009,0.013849702,Not Significant,,,
23284,9.72652090036231e-06,1.02886997756137e-05,8.10260854094127e-06,1.00949648653933e-05,7.91523501461526e-06,8.10680343312742e-06,7.03411155533183e-06,8.14659800426417e-06,0.292382658,0.029954473,1.523538313,Not Significant,,,
23339,2.91623741675233e-07,3.5813700837226e-07,2.40808917350663e-07,3.18334142793712e-07,2.93191015147408e-07,2.47453266291735e-07,2.35805769799878e-07,2.85339529614753e-07,0.187201567,0.253612969,0.595828541,Not Significant,,,
23277,0.00019837,0.000180811,0.000208739,0.000218858,0.000328036,0.000121428,0.000152425,0.000325076,-0.200343123,0.625628816,0.203683256,Not Significant,,,
23279,0.00026021,0.000183691,0.000273181,0.000177048,0.000340922,0.000213243,0.000217151,0.000415901,-0.409027146,0.250947473,0.600417173,Not Significant,,,
23338,7.42424419106999e-06,1.43239017046561e-05,8.37777392001342e-06,7.78326378763602e-06,1.24151323868008e-05,5.6841350212464e-06,7.72612433570137e-06,9.69334337385027e-06,0.093967182,0.792354848,0.10108028,Not Significant,,,
23291,6.83779652087009e-06,9.04817883706369e-06,7.33522308087375e-06,1.70514622473643e-06,3.44371287462373e-06,1.52092374712304e-05,6.09372610898583e-06,3.66276500181403e-06,-0.188699134,0.796176391,0.098990704,Not Significant,,,
23276,0.000102713,3.46207448915617e-05,8.48687197754736e-05,3.27954005120605e-05,3.76271370058265e-05,0.000202805,7.05471249887851e-05,5.48876991635359e-05,-0.520833973,0.540253224,0.267402633,Not Significant,,,
23354,2.91623741675233e-07,3.5813700837226e-07,2.40808917350663e-07,3.18334142793712e-07,2.93191015147408e-07,2.47453266291735e-07,2.35805769799878e-07,2.85339529614753e-07,0.187201567,0.253612969,0.595828541,Not Significant,,,
23272,1.71899469155139e-05,1.388725101108e-05,4.11149171329583e-05,6.85393151736525e-06,3.61803023564238e-05,2.17005683030845e-05,1.99476312506226e-05,3.42659147553456e-05,-0.503949206,0.379939247,0.420285842,Not Significant,,,
23347,2.91623741675233e-07,1.79821722862686e-06,2.45880638318523e-05,3.18334142793712e-07,2.93191015147408e-07,2.47453266291735e-07,2.35805769799878e-07,6.00044376443276e-06,1.994062357,0.464086121,0.33340142,Not Significant,,,
23283,2.91729186680776e-05,2.70890199342538e-06,1.07911841256499e-05,3.18334142793712e-07,2.93191015147408e-07,1.11909534973746e-05,1.10873556271638e-05,1.71184182022987e-06,0.824079058,0.548372629,0.26092423,Not Significant,,,
