ID1,ID2,EdgeType,Score,Annotation
700,723,MS1 annotation,3,[M+H-H2O]+ [M+NH4]+ dm/z=35.03692
703,755,MS1 annotation,9,[2M+NH4]+ [M+H-H2O]+ dm/z=473.21081
703,806,MS1 annotation,9,[2M+Na]+ [M+H-H2O]+ dm/z=478.16612
703,747,MS1 annotation,9,[M+NH4]+ [M+H-H2O]+ dm/z=35.03726
703,808,MS1 annotation,9,[M+K]+ [M+H-H2O]+ dm/z=55.96669
703,820,MS1 annotation,9,[2M+H-H2O]+ [M+H-H2O]+ dm/z=438.17293
709,788,MS1 annotation,4,[M+NH4]+ [M+H-H2O]+ dm/z=35.03858
711,826,MS1 annotation,2,[M+Na]+ [M+H]+ dm/z=21.98167
719,723,MS1 annotation,3,[M+H-H2O]+ [M+H]+ dm/z=18.01025
720,737,MS1 annotation,3,[M+H]+ [M+NH4]+ dm/z=17.0272
720,860,MS1 annotation,3,[M+H-H2O]+ [M+NH4]+ dm/z=35.03715
724,729,MS1 annotation,8,[2M+H]+ [M+Na]+ dm/z=708.30744
724,754,MS1 annotation,8,[M+NH4]+ [M+Na]+ dm/z=4.95526
724,751,MS1 annotation,8,[2M+Na]+ [M+Na]+ dm/z=730.28989
726,829,MS1 annotation,2,[2M-H+2Na]+ [M+H]+ dm/z=481.15569
728,835,MS1 annotation,5,[2M+H]+ [M+NH4]+ dm/z=153.03123
728,761,MS1 annotation,5,[2M+H-H2O]+ [M+NH4]+ dm/z=135.02055
729,754,MS1 annotation,8,[M+NH4]+ [2M+H]+ dm/z=713.2627
729,751,MS1 annotation,8,[2M+Na]+ [2M+H]+ dm/z=21.98245
730,731,MS1 annotation,9,[2M+Na]+ [2M+NH4]+ dm/z=4.95529
730,735,MS1 annotation,9,[M+H-H2O]+ [2M+NH4]+ dm/z=327.15277
730,824,MS1 annotation,9,[M+Na]+ [2M+NH4]+ dm/z=287.16058
730,810,MS1 annotation,9,[2M+K]+ [2M+NH4]+ dm/z=20.92935
730,738,MS1 annotation,9,[M+H]+ [2M+NH4]+ dm/z=309.14226
730,790,MS1 annotation,9,[M+NH4]+ [2M+NH4]+ dm/z=292.1158
731,735,MS1 annotation,9,[M+H-H2O]+ [2M+Na]+ dm/z=332.10806
731,824,MS1 annotation,9,[M+Na]+ [2M+Na]+ dm/z=292.11587
731,810,MS1 annotation,9,[2M+K]+ [2M+Na]+ dm/z=15.97406
731,738,MS1 annotation,9,[M+H]+ [2M+Na]+ dm/z=314.09755
731,790,MS1 annotation,9,[M+NH4]+ [2M+Na]+ dm/z=297.07108
733,749,MS1 annotation,3,[M+NH4]+ [M+H]+ dm/z=17.02764
733,752,MS1 annotation,3,[M+Na]+ [M+H]+ dm/z=21.98297
733,846,MS1 annotation,3,[M+Na]+ [M+H-H2O]+ dm/z=39.99402
735,824,MS1 annotation,9,[M+Na]+ [M+H-H2O]+ dm/z=39.99218
735,810,MS1 annotation,9,[2M+K]+ [M+H-H2O]+ dm/z=348.08212
735,738,MS1 annotation,9,[M+H]+ [M+H-H2O]+ dm/z=18.01051
735,790,MS1 annotation,9,[M+NH4]+ [M+H-H2O]+ dm/z=35.03697
737,860,MS1 annotation,3,[M+H-H2O]+ [M+H]+ dm/z=18.00995
737,777,MS1 annotation,2,[M+NH4]+ [M+H-H2O]+ dm/z=35.03755
738,824,MS1 annotation,9,[M+Na]+ [M+H]+ dm/z=21.98167
738,810,MS1 annotation,9,[2M+K]+ [M+H]+ dm/z=330.0716
738,790,MS1 annotation,9,[M+NH4]+ [M+H]+ dm/z=17.02646
742,859,MS1 annotation,2,[2M+NH4]+ [M+Na]+ dm/z=449.23165
746,821,MS1 annotation,3,[M+Na]+ [M+NH4]+ dm/z=4.95549
747,755,MS1 annotation,9,[2M+NH4]+ [M+NH4]+ dm/z=438.17355
747,806,MS1 annotation,9,[2M+Na]+ [M+NH4]+ dm/z=443.12886
747,808,MS1 annotation,9,[M+K]+ [M+NH4]+ dm/z=20.92943
747,820,MS1 annotation,9,[2M+H-H2O]+ [M+NH4]+ dm/z=403.13567
749,752,MS1 annotation,3,[M+Na]+ [M+NH4]+ dm/z=4.95533
750,814,MS1 annotation,5,[2M+H-H2O]+ [M+H]+ dm/z=384.14162
750,799,MS1 annotation,5,[2M+H]+ [M+H]+ dm/z=402.15245
751,754,MS1 annotation,8,[M+NH4]+ [2M+Na]+ dm/z=735.24515
755,806,MS1 annotation,9,[2M+Na]+ [2M+NH4]+ dm/z=4.95531
755,808,MS1 annotation,9,[M+K]+ [2M+NH4]+ dm/z=417.24412
755,820,MS1 annotation,9,[2M+H-H2O]+ [2M+NH4]+ dm/z=35.03788
757,893,MS1 annotation,4,[M+Na]+ [M+NH4]+ dm/z=4.95641
757,855,MS1 annotation,4,[M+H-H2O]+ [M+NH4]+ dm/z=35.03643
757,807,MS1 annotation,4,[M+H]+ [M+NH4]+ dm/z=17.0269
761,835,MS1 annotation,5,[2M+H]+ [2M+H-H2O]+ dm/z=18.01068
776,795,MS1 annotation,4,[M+NH4]+ [M+Na]+ dm/z=4.9557
